"customer_id","last_purchase","frequency","monetary","r_score","f_score","m_score","segment"
16347.0,"2011-11-28 13:14:00",11,3509.41,1,4,4,"Lost"
14898.0,"2011-11-16 14:54:00",14,3507.81,1,4,4,"Lost"
18044.0,"2011-12-05 14:26:00",18,3505.61,1,4,4,"Lost"
14934.0,"2011-09-19 10:10:00",5,3503.50,2,3,4,"At risk"
13929.0,"2011-06-23 15:26:00",11,3494.10,3,4,4,"Loyal"
13577.0,"2011-11-14 15:19:00",11,3489.28,1,4,4,"Lost"
15306.0,"2011-10-06 12:56:00",9,3484.73,2,4,4,"At risk"
17597.0,"2011-05-10 11:54:00",5,3484.09,3,3,4,"Loyal"
12631.0,"2011-10-13 13:53:00",6,3481.57,2,3,4,"At risk"
17913.0,"2011-10-12 10:45:00",14,3479.64,2,4,4,"At risk"
15380.0,"2011-12-01 12:13:00",11,3479.06,1,4,4,"Lost"
15712.0,"2011-11-30 14:09:00",12,3472.41,1,4,4,"Lost"
13849.0,"2011-10-19 10:59:00",5,3469.30,2,3,4,"At risk"
14533.0,"2011-11-15 12:05:00",11,3466.37,1,4,4,"Lost"
15356.0,"2011-11-08 13:11:00",13,3464.95,2,4,4,"At risk"
16271.0,"2011-12-07 12:45:00",10,3463.02,1,4,4,"Lost"
14837.0,"2011-09-11 10:58:00",9,3460.32,2,4,4,"At risk"
13536.0,"2011-12-08 16:38:00",7,3448.29,1,3,4,"Lost"
13313.0,"2011-11-17 16:48:00",12,3445.32,1,4,4,"Lost"
15974.0,"2011-10-31 13:13:00",7,3442.15,2,3,4,"At risk"
16208.0,"2011-10-26 11:36:00",10,3440.45,2,4,4,"At risk"
17725.0,"2011-11-23 16:34:00",11,3439.08,1,4,4,"Lost"
17931.0,"2011-07-28 18:33:00",14,3437.29,3,4,4,"Loyal"
12609.0,"2011-09-22 16:34:00",9,3435.86,2,4,4,"At risk"
15676.0,"2011-11-21 12:40:00",3,3435.76,1,2,4,"Lost"
16045.0,"2011-08-12 12:41:00",8,3434.93,3,4,4,"Loyal"
15916.0,"2011-11-23 13:46:00",13,3427.17,1,4,4,"Lost"
12377.0,"2011-01-28 15:45:00",4,3426.32,3,3,4,"Loyal"
16281.0,"2011-09-28 14:57:00",3,3424.02,2,2,4,"At risk"
17876.0,"2010-11-05 10:52:00",3,3424.02,4,2,4,"Loyal"
15373.0,"2011-12-01 15:05:00",17,3421.39,1,4,4,"Lost"
13031.0,"2010-10-28 15:34:00",5,3419.27,4,3,4,"Champion"
14217.0,"2011-12-08 11:53:00",23,3416.89,1,4,4,"Lost"
14215.0,"2011-11-28 12:19:00",9,3416.33,1,4,4,"Lost"
13979.0,"2011-09-27 13:32:00",7,3416.23,2,3,4,"At risk"
14673.0,"2011-12-06 14:31:00",7,3410.81,1,3,4,"Lost"
15058.0,"2011-11-14 14:57:00",16,3410.03,1,4,4,"Lost"
13437.0,"2011-11-25 14:00:00",7,3408.06,1,3,4,"Lost"
13425.0,"2011-08-23 17:13:00",5,3403.63,3,3,4,"Loyal"
13823.0,"2011-11-21 10:22:00",7,3403.45,1,3,4,"Lost"
15114.0,"2011-11-09 15:05:00",12,3400.12,2,4,4,"At risk"
12838.0,"2011-11-06 12:20:00",10,3398.48,2,4,4,"At risk"
16067.0,"2010-05-26 12:33:00",3,3395.29,4,2,4,"Loyal"
13246.0,"2011-11-21 16:50:00",11,3387.43,1,4,4,"Lost"
17723.0,"2011-08-04 18:37:00",7,3378.40,3,3,4,"Loyal"
13135.0,"2011-05-27 10:52:00",2,3371.45,3,2,4,"Loyal"
13707.0,"2011-03-17 18:03:00",5,3365.86,3,3,4,"Loyal"
13285.0,"2011-11-16 13:19:00",6,3364.59,1,3,4,"Lost"
13786.0,"2010-12-07 13:53:00",6,3358.94,3,3,4,"Loyal"
15538.0,"2010-06-20 10:49:00",6,3358.40,4,3,4,"Champion"
14608.0,"2011-12-05 16:52:00",11,3352.94,1,4,4,"Lost"
16818.0,"2011-11-29 10:41:00",11,3349.57,1,4,4,"Lost"
17183.0,"2011-12-02 10:07:00",6,3347.31,1,3,4,"Lost"
15265.0,"2011-07-11 14:46:00",4,3345.64,3,3,4,"Loyal"
12424.0,"2011-06-30 12:06:00",4,3340.03,3,3,4,"Loyal"
13848.0,"2011-09-08 12:58:00",8,3335.00,2,4,4,"At risk"
14344.0,"2011-08-04 13:51:00",20,3333.70,3,4,4,"Loyal"
14064.0,"2011-11-10 13:14:00",15,3332.42,2,4,4,"At risk"
16351.0,"2011-01-11 10:26:00",13,3330.03,3,4,4,"Loyal"
17774.0,"2011-09-04 12:49:00",9,3328.05,3,4,4,"Loyal"
15065.0,"2011-11-02 09:45:00",5,3326.86,2,3,4,"At risk"
12865.0,"2011-11-13 14:31:00",4,3323.47,2,3,4,"At risk"
13291.0,"2011-07-07 10:36:00",11,3320.84,3,4,4,"Loyal"
13611.0,"2011-09-11 14:51:00",10,3319.53,2,4,4,"At risk"
14161.0,"2011-05-08 11:41:00",7,3318.88,3,3,4,"Loyal"
13431.0,"2011-10-03 13:49:00",8,3316.24,2,4,4,"At risk"
13824.0,"2011-11-07 12:41:00",12,3314.76,2,4,4,"At risk"
13131.0,"2011-11-16 13:21:00",7,3313.77,1,3,4,"Lost"
14451.0,"2011-10-10 13:38:00",12,3308.77,2,4,4,"At risk"
16365.0,"2011-11-22 11:24:00",15,3307.20,1,4,4,"Lost"
14506.0,"2011-11-22 13:02:00",7,3290.67,1,3,4,"Lost"
13650.0,"2011-11-23 12:22:00",10,3288.00,1,4,4,"Lost"
15632.0,"2011-11-24 09:51:00",8,3285.31,1,4,4,"Lost"
14507.0,"2011-11-16 12:21:00",11,3284.43,1,4,4,"Lost"
14285.0,"2011-11-18 14:50:00",8,3284.42,1,4,4,"Lost"
18188.0,"2011-11-24 16:46:00",6,3280.59,1,3,4,"Lost"
15978.0,"2011-09-23 15:21:00",3,3279.42,2,2,4,"At risk"
14293.0,"2011-12-06 15:17:00",9,3267.93,1,4,4,"Lost"
13214.0,"2010-10-18 10:00:00",7,3264.23,4,3,4,"Champion"
15057.0,"2011-03-09 15:17:00",5,3255.96,3,3,4,"Loyal"
12770.0,"2011-05-13 09:33:00",2,3246.45,3,2,4,"Loyal"
16612.0,"2011-11-07 07:38:00",9,3245.43,2,4,4,"At risk"
14669.0,"2011-04-12 11:43:00",7,3243.93,3,3,4,"Loyal"
15140.0,"2011-10-18 14:07:00",8,3243.69,2,4,4,"At risk"
17353.0,"2011-08-02 17:19:00",4,3242.00,3,3,4,"Loyal"
15625.0,"2011-08-28 10:21:00",9,3236.40,3,4,4,"Loyal"
15602.0,"2011-12-01 14:14:00",16,3230.51,1,4,4,"Lost"
16101.0,"2011-09-30 10:18:00",4,3229.16,2,3,4,"At risk"
16059.0,"2011-10-05 09:56:00",12,3217.77,2,4,4,"At risk"
16515.0,"2011-10-18 13:10:00",10,3216.30,2,4,4,"At risk"
13268.0,"2011-11-22 11:51:00",11,3214.69,1,4,4,"Lost"
12951.0,"2011-12-01 12:14:00",15,3213.72,1,4,4,"Lost"
16918.0,"2011-10-21 12:50:00",16,3213.29,2,4,4,"At risk"
13804.0,"2011-11-09 12:32:00",9,3208.52,2,4,4,"At risk"
16107.0,"2011-11-22 09:40:00",7,3204.16,1,3,4,"Lost"
17147.0,"2011-11-17 12:32:00",9,3199.95,1,4,4,"Lost"
14315.0,"2011-10-26 12:06:00",8,3197.82,2,4,4,"At risk"
15027.0,"2011-11-09 10:16:00",10,3195.60,2,4,4,"At risk"
13868.0,"2011-12-02 16:32:00",2,3192.54,1,2,4,"Lost"
13397.0,"2011-09-28 10:56:00",10,3191.87,2,4,4,"At risk"
16933.0,"2011-12-08 12:54:00",9,3181.25,1,4,4,"Lost"
12456.0,"2011-10-26 14:41:00",3,3181.04,2,2,4,"At risk"
17228.0,"2011-11-24 10:24:00",13,3177.24,1,4,4,"Lost"
15353.0,"2011-03-30 12:15:00",7,3175.95,3,3,4,"Loyal"
17621.0,"2011-11-18 17:11:00",6,3175.12,1,3,4,"Lost"
16837.0,"2011-11-08 14:27:00",11,3170.98,2,4,4,"At risk"
17640.0,"2011-09-14 09:13:00",6,3168.94,2,3,4,"At risk"
13052.0,"2011-05-11 14:12:00",7,3168.53,3,3,4,"Loyal"
16041.0,"2011-11-09 12:25:00",3,3166.40,2,2,4,"At risk"
14963.0,"2011-11-30 12:16:00",12,3164.48,1,4,4,"Lost"
16584.0,"2011-09-20 13:45:00",5,3163.67,2,3,4,"At risk"
16400.0,"2011-09-06 12:27:00",9,3159.44,2,4,4,"At risk"
15031.0,"2011-12-05 14:19:00",14,3156.58,1,4,4,"Lost"
12976.0,"2011-05-12 09:55:00",8,3156.38,3,4,4,"Loyal"
14748.0,"2011-11-10 18:33:00",10,3152.32,2,4,4,"At risk"
14306.0,"2011-10-19 13:23:00",6,3151.40,2,3,4,"At risk"
17090.0,"2011-12-05 13:44:00",13,3149.48,1,4,4,"Lost"
15614.0,"2010-09-28 10:46:00",4,3147.36,4,3,4,"Champion"
17702.0,"2011-11-09 16:03:00",6,3144.04,2,3,4,"At risk"
17354.0,"2011-10-20 10:34:00",4,3143.46,2,3,4,"At risk"
14978.0,"2011-09-28 13:07:00",10,3142.14,2,4,4,"At risk"
15095.0,"2011-08-28 12:01:00",10,3141.64,3,4,4,"Loyal"
17530.0,"2011-12-08 18:42:00",12,3141.51,1,4,4,"Lost"
14897.0,"2011-12-02 10:32:00",8,3140.54,1,4,4,"Lost"
13742.0,"2011-11-23 11:07:00",12,3131.02,1,4,4,"Lost"
15596.0,"2011-08-31 10:55:00",9,3130.04,3,4,4,"Loyal"
14044.0,"2011-11-13 12:05:00",10,3123.10,2,4,4,"At risk"
15199.0,"2011-10-11 15:12:00",10,3122.40,2,4,4,"At risk"
17145.0,"2010-07-15 09:02:00",4,3120.91,4,3,4,"Champion"
13685.0,"2011-12-07 11:41:00",7,3119.44,1,3,4,"Lost"
14700.0,"2011-11-07 14:40:00",5,3116.26,2,3,4,"At risk"
13692.0,"2011-11-15 11:17:00",5,3114.40,1,3,4,"Lost"
13772.0,"2011-11-06 11:43:00",8,3114.22,2,4,4,"At risk"
13538.0,"2011-10-27 16:34:00",12,3112.73,2,4,4,"At risk"
16678.0,"2011-12-07 12:17:00",12,3109.99,1,4,4,"Lost"
17870.0,"2011-12-07 15:07:00",13,3108.15,1,4,4,"Lost"
12909.0,"2011-10-31 12:43:00",8,3103.19,2,4,4,"At risk"
15491.0,"2011-09-05 15:56:00",6,3100.09,2,3,4,"At risk"
13464.0,"2011-10-12 15:01:00",6,3097.64,2,3,4,"At risk"
12937.0,"2011-11-24 15:05:00",9,3097.61,1,4,4,"Lost"
15105.0,"2011-11-21 16:54:00",9,3094.91,1,4,4,"Lost"
12849.0,"2011-11-08 13:41:00",6,3090.56,2,3,4,"At risk"
14312.0,"2011-10-24 09:46:00",11,3090.29,2,4,4,"At risk"
17552.0,"2011-10-10 17:00:00",12,3085.29,2,4,4,"At risk"
12511.0,"2010-10-07 10:39:00",1,3084.02,4,1,4,"At risk"
17929.0,"2011-11-28 16:01:00",12,3082.10,1,4,4,"Lost"
16007.0,"2011-10-23 11:05:00",7,3075.14,2,4,4,"At risk"
17884.0,"2011-12-06 11:33:00",20,3072.89,1,4,4,"Lost"
13647.0,"2011-11-30 12:00:00",8,3071.68,1,4,4,"Lost"
12469.0,"2010-07-05 12:40:00",2,3070.54,4,2,4,"Loyal"
13631.0,"2011-09-01 09:57:00",11,3070.42,3,4,4,"Loyal"
14038.0,"2011-09-22 13:37:00",5,3069.88,2,3,4,"At risk"
13196.0,"2011-11-28 13:54:00",7,3068.84,1,4,4,"Lost"
13077.0,"2011-12-08 19:24:00",11,3064.67,1,4,4,"Lost"
14456.0,"2011-12-04 13:59:00",9,3062.40,1,4,4,"Lost"
16120.0,"2011-10-11 14:22:00",6,3056.91,2,3,4,"At risk"
16775.0,"2011-11-29 15:22:00",16,3056.89,1,4,4,"Lost"
15716.0,"2011-07-17 11:59:00",11,3056.81,3,4,4,"Loyal"
15241.0,"2011-10-04 09:05:00",11,3050.16,2,4,4,"At risk"
16560.0,"2011-11-13 10:35:00",8,3048.38,2,4,4,"At risk"
14916.0,"2011-09-30 09:20:00",8,3042.95,2,4,4,"At risk"
15967.0,"2011-11-16 15:41:00",12,3041.60,1,4,4,"Lost"
15754.0,"2011-10-19 14:40:00",9,3037.61,2,4,4,"At risk"
13557.0,"2011-11-11 15:24:00",13,3032.26,2,4,4,"At risk"
13485.0,"2011-04-20 13:58:00",11,3019.22,3,4,4,"Loyal"
15965.0,"2011-11-22 16:44:00",13,3013.09,1,4,4,"Lost"
13963.0,"2011-02-04 14:43:00",17,3011.87,3,4,4,"Loyal"
12754.0,"2011-04-18 09:00:00",3,3010.74,3,2,4,"Loyal"
14590.0,"2010-10-11 12:06:00",20,3006.62,4,4,4,"Champion"
17032.0,"2010-06-10 12:16:00",8,3004.60,4,4,4,"Champion"
14226.0,"2011-11-11 11:34:00",6,3002.53,2,3,4,"At risk"
14621.0,"2011-12-08 16:22:00",9,3000.57,1,4,4,"Lost"
13635.0,"2011-10-03 10:55:00",4,2999.16,2,3,4,"At risk"
15810.0,"2011-09-22 09:38:00",8,2999.04,2,4,4,"At risk"
15182.0,"2011-07-08 13:37:00",11,2998.95,3,4,4,"Loyal"
15611.0,"2011-11-30 12:36:00",26,2997.28,1,4,4,"Lost"
12457.0,"2011-10-04 13:13:00",8,2995.91,2,4,4,"At risk"
17961.0,"2011-11-18 16:55:00",100,2995.54,1,4,4,"Lost"
12854.0,"2011-09-22 12:15:00",7,2994.02,2,4,4,"At risk"
15687.0,"2011-12-01 08:33:00",9,2993.10,1,4,4,"Lost"
16012.0,"2011-11-04 13:25:00",5,2989.79,2,3,4,"At risk"
15681.0,"2011-11-14 16:30:00",14,2989.70,1,4,4,"Lost"
12374.0,"2011-11-14 15:37:00",4,2989.22,1,3,4,"Lost"
18241.0,"2011-11-30 12:10:00",21,2986.99,1,4,4,"Lost"
15329.0,"2011-10-31 15:36:00",11,2984.33,2,4,4,"At risk"
14544.0,"2011-11-15 15:06:00",3,2982.43,1,2,4,"Lost"
17692.0,"2011-08-04 14:01:00",12,2975.80,3,4,4,"Loyal"
16383.0,"2011-09-26 12:45:00",7,2974.84,2,4,4,"At risk"
16416.0,"2011-11-13 12:50:00",9,2972.88,2,4,4,"At risk"
13012.0,"2011-11-30 13:05:00",11,2972.83,1,4,4,"Lost"
13110.0,"2011-11-08 14:30:00",12,2957.47,2,4,4,"At risk"
16736.0,"2010-07-22 10:09:00",5,2956.56,4,3,4,"Champion"
12826.0,"2011-12-07 10:25:00",12,2955.75,1,4,4,"Lost"
12877.0,"2011-12-06 10:30:00",20,2955.17,1,4,4,"Lost"
13764.0,"2011-09-30 12:03:00",6,2953.26,2,3,4,"At risk"
14867.0,"2011-06-07 11:39:00",16,2952.06,3,4,4,"Loyal"
13253.0,"2011-07-06 10:09:00",4,2951.11,3,3,4,"Loyal"
15757.0,"2011-10-05 12:14:00",6,2940.36,2,3,4,"At risk"
17444.0,"2011-07-15 12:05:00",3,2940.04,3,2,4,"Loyal"
17588.0,"2011-08-31 13:37:00",7,2939.55,3,4,4,"Loyal"
15235.0,"2011-05-06 09:44:00",16,2937.81,3,4,4,"Loyal"
14524.0,"2011-11-08 12:29:00",13,2933.71,2,4,4,"At risk"
12635.0,"2011-09-11 11:04:00",4,2930.41,2,3,4,"At risk"
15312.0,"2011-09-25 13:10:00",12,2930.19,2,4,4,"At risk"
15862.0,"2011-12-01 13:28:00",13,2928.29,1,4,4,"Lost"
13890.0,"2011-12-08 15:36:00",14,2927.38,1,4,4,"Lost"
12906.0,"2011-11-28 09:55:00",5,2919.81,1,3,4,"Lost"
16358.0,"2011-12-08 15:09:00",5,2919.65,1,3,4,"Lost"
15392.0,"2011-12-05 11:01:00",7,2911.62,1,4,4,"Lost"
13784.0,"2011-11-30 09:33:00",14,2910.23,1,4,4,"Lost"
12438.0,"2011-11-25 13:28:00",2,2906.85,1,2,4,"Lost"
13455.0,"2011-11-15 11:21:00",6,2905.93,1,3,4,"Lost"
14233.0,"2011-10-21 15:54:00",7,2904.27,2,4,4,"At risk"
16755.0,"2011-08-17 13:21:00",7,2900.58,3,4,4,"Loyal"
14404.0,"2011-11-06 12:30:00",13,2899.11,2,4,4,"At risk"
17320.0,"2011-08-31 13:31:00",6,2895.77,3,3,4,"Loyal"
15100.0,"2011-01-10 10:35:00",7,2894.70,3,4,4,"Loyal"
17242.0,"2011-08-23 14:55:00",5,2889.28,3,3,4,"Loyal"
13501.0,"2011-02-24 18:59:00",3,2885.11,3,2,4,"Loyal"
16633.0,"2011-11-22 13:41:00",6,2883.10,1,3,4,"Lost"
14251.0,"2011-12-08 08:32:00",5,2879.70,1,3,4,"Lost"
12806.0,"2010-09-30 13:34:00",4,2878.96,4,3,4,"Champion"
18170.0,"2011-11-06 14:35:00",9,2878.00,2,4,4,"At risk"
14005.0,"2011-11-30 12:41:00",5,2874.72,1,3,4,"Lost"
15043.0,"2011-11-08 14:26:00",6,2873.80,2,3,4,"At risk"
16467.0,"2010-07-19 11:49:00",7,2869.16,4,3,4,"Champion"
14711.0,"2011-11-29 14:58:00",11,2868.80,1,4,4,"Lost"
16711.0,"2011-12-06 16:32:00",9,2868.48,1,4,4,"Lost"
16229.0,"2011-09-13 17:16:00",6,2867.86,2,3,4,"At risk"
16225.0,"2011-10-26 08:30:00",15,2867.41,2,4,4,"At risk"
15563.0,"2011-11-17 14:50:00",7,2867.00,1,4,4,"Lost"
16086.0,"2011-10-11 13:09:00",10,2864.99,2,4,4,"At risk"
14758.0,"2011-07-18 08:21:00",7,2864.97,3,4,4,"Loyal"
16062.0,"2011-11-30 12:15:00",8,2863.45,1,4,4,"Lost"
12685.0,"2011-11-11 13:46:00",6,2863.08,2,3,4,"At risk"
14875.0,"2011-08-24 12:20:00",3,2862.40,3,3,4,"Loyal"
16979.0,"2011-12-06 12:21:00",9,2859.74,1,4,4,"Lost"
14035.0,"2011-11-11 10:03:00",9,2856.72,2,4,4,"At risk"
13728.0,"2011-11-03 10:49:00",16,2855.17,2,4,4,"At risk"
16742.0,"2011-10-24 12:02:00",14,2852.61,2,4,4,"At risk"
12352.0,"2011-11-03 14:37:00",10,2849.84,2,4,4,"At risk"
14935.0,"2011-02-15 14:44:00",2,2849.83,3,2,4,"Loyal"
16163.0,"2011-04-21 15:15:00",6,2849.58,3,3,4,"Loyal"
13032.0,"2011-10-18 15:54:00",9,2843.55,2,4,4,"At risk"
12676.0,"2011-11-15 12:25:00",11,2843.09,1,4,4,"Lost"
16554.0,"2011-10-28 14:51:00",8,2841.72,2,4,4,"At risk"
13477.0,"2011-11-02 12:04:00",11,2834.17,2,4,4,"At risk"
17368.0,"2011-11-16 15:26:00",14,2826.14,1,4,4,"Lost"
14842.0,"2011-10-27 12:37:00",4,2824.69,2,3,4,"At risk"
16407.0,"2011-11-27 11:05:00",14,2821.65,1,4,4,"Lost"
15797.0,"2011-08-18 17:04:00",6,2821.08,3,3,4,"Loyal"
13719.0,"2011-11-24 15:26:00",11,2815.25,1,4,4,"Lost"
15660.0,"2011-11-14 16:58:00",15,2812.99,1,4,4,"Lost"
17386.0,"2011-12-02 11:28:00",7,2812.77,1,4,4,"Lost"
16871.0,"2011-11-17 19:27:00",6,2812.34,1,3,4,"Lost"
14903.0,"2011-11-18 16:07:00",5,2810.63,1,3,4,"Lost"
13330.0,"2011-09-08 12:27:00",6,2806.18,2,3,4,"At risk"
16817.0,"2011-12-07 11:03:00",13,2804.90,1,4,4,"Lost"
17470.0,"2011-10-26 12:42:00",11,2804.87,2,4,4,"At risk"
14869.0,"2011-12-01 12:36:00",6,2804.24,1,3,4,"Lost"
13799.0,"2011-08-15 12:07:00",9,2803.57,3,4,4,"Loyal"
13205.0,"2010-09-22 16:26:00",1,2803.20,4,1,4,"At risk"
16764.0,"2011-12-06 11:41:00",13,2799.25,1,4,4,"Lost"
15993.0,"2011-12-01 10:45:00",7,2797.57,1,4,4,"Lost"
17284.0,"2011-10-10 14:38:00",8,2793.16,2,4,4,"At risk"
12863.0,"2011-10-18 14:15:00",6,2792.55,2,3,4,"At risk"
15073.0,"2011-11-30 10:44:00",8,2788.02,1,4,4,"Lost"
15021.0,"2011-12-01 11:53:00",12,2783.83,1,4,4,"Lost"
17790.0,"2011-11-13 11:30:00",20,2783.61,2,4,4,"At risk"
14121.0,"2011-12-06 12:19:00",4,2780.15,1,3,4,"Lost"
16104.0,"2011-10-09 10:23:00",9,2778.61,2,4,4,"At risk"
17591.0,"2011-09-27 13:42:00",8,2776.67,2,4,4,"At risk"
16335.0,"2010-06-06 11:35:00",7,2774.00,4,4,4,"Champion"
17031.0,"2011-11-28 10:23:00",6,2773.85,1,3,4,"Lost"
12391.0,"2011-11-18 12:07:00",6,2773.42,1,3,4,"Lost"
13695.0,"2011-11-08 14:26:00",16,2770.73,2,4,4,"At risk"
17720.0,"2011-11-13 15:04:00",10,2768.91,2,4,4,"At risk"
18210.0,"2011-12-08 11:02:00",7,2768.83,1,4,4,"Lost"
14696.0,"2011-12-05 13:43:00",8,2767.90,1,4,4,"Lost"
15817.0,"2010-10-15 11:07:00",3,2766.40,4,3,4,"Champion"
13736.0,"2011-12-04 15:19:00",7,2766.21,1,4,4,"Lost"
17676.0,"2011-12-05 15:16:00",10,2765.84,1,4,4,"Lost"
13813.0,"2011-10-31 10:38:00",8,2765.47,2,4,4,"At risk"
17115.0,"2011-12-01 14:30:00",7,2761.49,1,4,4,"Lost"
17262.0,"2011-10-18 12:56:00",11,2757.62,2,4,4,"At risk"
17490.0,"2011-12-09 09:08:00",9,2750.50,1,4,4,"Lost"
14665.0,"2011-10-10 09:14:00",7,2749.65,2,4,4,"At risk"
12982.0,"2011-04-11 11:51:00",8,2744.81,3,4,4,"Loyal"
17241.0,"2010-11-19 13:01:00",12,2744.14,4,4,4,"Champion"
12669.0,"2011-07-12 09:54:00",3,2744.03,3,3,4,"Loyal"
15841.0,"2011-09-28 12:15:00",9,2742.41,2,4,4,"At risk"
16434.0,"2011-11-10 14:28:00",12,2741.74,2,4,4,"At risk"
14808.0,"2011-10-31 12:21:00",8,2741.17,2,4,4,"At risk"
14125.0,"2011-11-29 12:47:00",3,2740.43,1,3,4,"Lost"
18283.0,"2011-12-06 12:02:00",22,2736.65,1,4,4,"Lost"
15389.0,"2011-06-20 16:18:00",5,2733.80,3,3,4,"Loyal"
15111.0,"2011-11-10 16:58:00",5,2730.87,2,3,4,"At risk"
12986.0,"2010-10-07 11:57:00",10,2729.84,4,4,4,"Champion"
13211.0,"2011-11-29 14:43:00",10,2729.32,1,4,4,"Lost"
12739.0,"2011-09-22 13:00:00",4,2726.73,2,3,4,"At risk"
16190.0,"2011-10-30 15:59:00",8,2723.55,2,4,4,"At risk"
15985.0,"2011-08-08 16:31:00",7,2715.28,3,4,4,"Loyal"
16232.0,"2011-10-27 12:16:00",7,2712.97,2,4,4,"At risk"
16359.0,"2011-12-02 17:04:00",16,2697.75,1,4,4,"Lost"
18173.0,"2011-09-14 11:26:00",5,2696.36,2,3,4,"At risk"
12725.0,"2010-12-03 15:45:00",4,2694.56,3,3,4,"Loyal"
17388.0,"2011-09-23 10:31:00",11,2691.57,2,4,4,"At risk"
12820.0,"2011-12-06 15:12:00",11,2689.52,1,4,4,"Lost"
15910.0,"2011-12-09 10:51:00",15,2681.80,1,4,4,"Lost"
14496.0,"2011-02-01 09:01:00",7,2668.23,3,4,4,"Loyal"
16369.0,"2011-11-21 16:25:00",7,2664.81,1,4,4,"Lost"
13473.0,"2011-10-10 11:20:00",8,2657.76,2,4,4,"At risk"
15671.0,"2011-11-21 12:43:00",7,2657.13,1,4,4,"Lost"
15157.0,"2011-12-06 11:28:00",5,2654.11,1,3,4,"Lost"
14756.0,"2011-11-24 18:13:00",3,2653.76,1,3,4,"Lost"
14410.0,"2011-09-08 15:08:00",11,2651.14,2,4,4,"At risk"
17744.0,"2011-12-06 12:11:00",7,2649.14,1,4,4,"Lost"
12516.0,"2011-09-23 09:13:00",4,2648.62,2,3,4,"At risk"
13203.0,"2011-11-30 10:45:00",10,2648.25,1,4,4,"Lost"
16618.0,"2011-11-08 13:52:00",5,2647.59,2,3,4,"At risk"
13117.0,"2011-11-18 12:02:00",18,2643.81,1,4,4,"Lost"
13819.0,"2011-02-11 10:38:00",6,2642.35,3,3,4,"Loyal"
13173.0,"2011-12-05 15:51:00",11,2639.35,1,4,4,"Lost"
15814.0,"2011-11-23 08:17:00",6,2634.44,1,3,4,"Lost"
12520.0,"2011-09-21 15:23:00",5,2634.26,2,3,4,"At risk"
16276.0,"2011-06-16 09:34:00",3,2629.39,3,3,4,"Loyal"
14548.0,"2011-07-12 12:19:00",9,2627.49,3,4,4,"Loyal"
13422.0,"2011-10-06 13:42:00",1,2626.30,2,1,4,"At risk"
13644.0,"2011-11-23 14:07:00",4,2624.26,1,3,4,"Lost"
12671.0,"2010-04-12 16:30:00",1,2622.48,4,1,4,"At risk"
12423.0,"2011-12-09 10:10:00",10,2622.39,1,4,4,"Lost"
14573.0,"2011-06-13 11:15:00",13,2621.42,3,4,4,"Loyal"
15142.0,"2011-10-24 12:51:00",6,2619.92,2,3,4,"At risk"
14262.0,"2011-12-01 14:17:00",8,2618.23,1,4,4,"Lost"
17043.0,"2011-11-07 15:33:00",8,2616.55,2,4,4,"At risk"
14195.0,"2011-05-22 10:29:00",6,2615.60,3,3,4,"Loyal"
15426.0,"2011-11-20 15:36:00",9,2615.39,1,4,4,"Lost"
14431.0,"2011-02-10 10:40:00",4,2614.20,3,3,4,"Loyal"
13700.0,"2011-11-13 13:00:00",13,2613.46,2,4,4,"At risk"
14397.0,"2011-12-07 09:22:00",19,2612.96,1,4,4,"Lost"
14564.0,"2010-10-01 09:02:00",2,2605.62,4,2,4,"Loyal"
16206.0,"2011-10-16 10:41:00",13,2602.32,2,4,4,"At risk"
17787.0,"2011-07-10 11:24:00",4,2601.47,3,3,4,"Loyal"
17317.0,"2011-10-24 17:19:00",3,2600.34,2,3,4,"At risk"
15826.0,"2011-10-14 16:05:00",4,2598.28,2,3,4,"At risk"
12412.0,"2011-09-26 10:16:00",6,2596.93,2,3,4,"At risk"
14163.0,"2011-09-13 15:18:00",5,2594.62,2,3,4,"At risk"
14229.0,"2011-10-19 10:04:00",7,2594.04,2,4,4,"At risk"
14129.0,"2011-12-08 11:02:00",9,2591.34,1,4,4,"Lost"
14147.0,"2011-09-22 18:10:00",9,2590.20,2,4,4,"At risk"
15033.0,"2011-12-05 12:40:00",10,2586.67,1,4,4,"Lost"
15062.0,"2011-09-29 16:51:00",8,2585.62,2,4,4,"At risk"
17897.0,"2011-06-20 11:23:00",9,2585.00,3,4,4,"Loyal"
12592.0,"2011-09-08 15:04:00",5,2582.66,2,3,4,"At risk"
13151.0,"2011-02-17 12:29:00",3,2580.74,3,3,4,"Loyal"
16244.0,"2011-05-12 10:18:00",2,2579.38,3,2,4,"Loyal"
16499.0,"2010-12-14 13:31:00",8,2578.34,3,4,4,"Loyal"
16115.0,"2011-11-30 11:32:00",12,2575.14,1,4,4,"Lost"
17095.0,"2011-11-17 12:21:00",7,2572.25,1,4,4,"Lost"
14745.0,"2011-08-19 10:05:00",12,2571.81,3,4,4,"Loyal"
17002.0,"2011-09-15 12:40:00",7,2571.55,2,4,4,"At risk"
13652.0,"2011-10-25 08:51:00",5,2570.85,2,3,4,"At risk"
15434.0,"2011-12-01 13:33:00",11,2567.06,1,4,4,"Lost"
13623.0,"2011-11-09 12:00:00",10,2566.49,2,4,4,"At risk"
15747.0,"2011-11-27 12:26:00",9,2562.61,1,4,4,"Lost"
